source_order,star_grade,monster_type,monster_family,element,awakened_name,image_url,base_image_url,monster_url,awakening_essences,skill_ups,source_url
375,5,Attack,Lightning Emperor,Dark,Herteit,https://summonerswarskyarena.info/wp-content/uploads/2018/10/Herteit_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/10/Lightning_Emperor_Dark_Icon.png,https://summonerswarskyarena.info/monster/herteit-dark-lightning-emperor-review/,20 10 15 5,8,https://summonerswarskyarena.info/monster-list/
376,4,Attack,Magic Order Enchantress,Wind,Hexarina,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0152_1_3_hexarina2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0152_0_3_hexarina.png,https://summonerswarskyarena.info/monster/hexarina-wind-magic-order-enchantress-review/,12 15 10 15,11,https://summonerswarskyarena.info/monster-list/
377,4,Attack,Black Tea Bunny,Fire,Hibiscus,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0100_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0100_0_2.png,https://summonerswarskyarena.info/monster/hibiscus-fire-black-tea-bunny-review/,15 5 20 13,11,https://summonerswarskyarena.info/monster-list/
378,5,Attack,Magic Order Enchantress,Dark,Hilda,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0152_1_5_hilda2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0152_0_5_hilda.png,https://summonerswarskyarena.info/monster/hilda-dark-magic-order-enchantress-review/,12 15 10 15,11,https://summonerswarskyarena.info/monster-list/
379,3,Attack,Amazon,Wind,Hina,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Hina_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Amazon_Wind_Icon.png,https://summonerswarskyarena.info/monster/hina-wind-amazon-review/,15 10 10 5,13,https://summonerswarskyarena.info/monster-list/
380,3,HP,Martial Artist,Light,Hiro,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Hiro-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Martial-Artist-Light.png,https://summonerswarskyarena.info/monster/hiro-light-martial-artist-review/,15 10 10 5,17,https://summonerswarskyarena.info/monster-list/
381,4,Support,Exorcist Association Conjurer,Water,Hiroyuki,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0165_1_1_hiroyuki.png,https://summonerswarskyarena.info/wp-content/uploads/2024/11/unit_icon_0165_1_1_hiroyuki.png,https://summonerswarskyarena.info/monster/hiroyuki-water-exorcist-association-conjurer-review/,,12,https://summonerswarskyarena.info/monster-list/
382,3,Attack,Grim Reaper,Wind,Hiva,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Hiva_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Grim_Reaper_Wind_Icon.png,https://summonerswarskyarena.info/monster/hiva-wind-grim-reaper-review/,15 10 10 5,12,https://summonerswarskyarena.info/monster-list/
383,5,Defense,Hollyberry Cookie,Fire,Hollyberry Cookie,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0092_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0092_1_2.png,https://summonerswarskyarena.info/monster/hollyberry-cookie-fire-hollyberry-cookie-review/,,11,https://summonerswarskyarena.info/monster-list/
384,5,Defense,Hollyberry Cookie,Water,Hollyberry Cookie,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0092_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0092_1_1.png,https://summonerswarskyarena.info/monster/hollyberry-cookie-water-hollyberry-cookie-review/,,11,https://summonerswarskyarena.info/monster-list/
385,5,Defense,Hollyberry Cookie,Wind,Hollyberry Cookie,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0092_1_3.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0092_1_3.png,https://summonerswarskyarena.info/monster/hollyberry-cookie-wind-hollyberry-cookie-review/,,11,https://summonerswarskyarena.info/monster-list/
386,5,Defense,Hollyberry Cookie,Light,Hollyberry Cookie,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0092_1_4.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0092_1_4.png,https://summonerswarskyarena.info/monster/hollyberry-cookie-light-hollyberry-cookie-review/,,10,https://summonerswarskyarena.info/monster-list/
387,5,Defense,Hollyberry Cookie,Dark,Hollyberry Cookie,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0092_1_5.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0092_1_5.png,https://summonerswarskyarena.info/monster/hollyberry-cookie-dark-hollyberry-cookie-review/,,10,https://summonerswarskyarena.info/monster-list/
388,5,Attack,Homunculus,Water,Homunculus,https://summonerswarskyarena.info/wp-content/uploads/2017/03/Homunculus_Water_Icon_awakened.png,https://summonerswarskyarena.info/wp-content/uploads/2017/03/Homunculus_Water_Icon.png,https://summonerswarskyarena.info/monster/water-homunculus/,10 20 5 15,13,https://summonerswarskyarena.info/monster-list/
389,5,Attack,Homunculus,Fire,Homunculus,https://summonerswarskyarena.info/wp-content/uploads/2017/04/fire-homunculus-awakened.jpg,https://summonerswarskyarena.info/wp-content/uploads/2017/04/Homunculus_Fire_Icon.png,https://summonerswarskyarena.info/monster/fire-homunculus/,10 20 5 15,13,https://summonerswarskyarena.info/monster-list/
390,5,Attack,Homunculus,Wind,Homunculus,https://summonerswarskyarena.info/wp-content/uploads/2017/04/wind-homunculus-awakened.jpg,https://summonerswarskyarena.info/wp-content/uploads/2017/04/Homunculus_Wind_Icon.png,https://summonerswarskyarena.info/monster/wind-homunculus/,10 20 5 15,13,https://summonerswarskyarena.info/monster-list/
391,5,Support,Homunculus,Light,Homunculus,https://summonerswarskyarena.info/wp-content/uploads/2017/07/light-homunculus-support-awakened.png,https://summonerswarskyarena.info/wp-content/uploads/2017/07/light-homunculus-support.png,https://summonerswarskyarena.info/monster/light-homunculus/,5 15 10 20,12,https://summonerswarskyarena.info/monster-list/
392,5,Attack,Homunculus,Dark,Homunculus,https://summonerswarskyarena.info/wp-content/uploads/2017/07/dark-homunculus-support-awakened.png,https://summonerswarskyarena.info/wp-content/uploads/2017/07/dark-homunculus-support.png,https://summonerswarskyarena.info/monster/homunculus-dark-homunculus/,20 10 15 5,12,https://summonerswarskyarena.info/monster-list/
393,4,HP,Kung Fu Girl,Fire,Hong Hua,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Hong-Hua-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Kung-Fu-Girl-Fire.png,https://summonerswarskyarena.info/monster/hong-hua-fire-kung-fu-girl-review/,10 20 5 15,12,https://summonerswarskyarena.info/monster-list/
394,4,Support,String Master,Fire,Hongyeon,https://summonerswarskyarena.info/wp-content/uploads/2020/06/hongyeon.png,https://summonerswarskyarena.info/wp-content/uploads/2020/06/fire-string-master.png,https://summonerswarskyarena.info/monster/hongyeon-fire-string-master-review/,15 5 20 10,12,https://summonerswarskyarena.info/monster-list/
395,4,Attack,Barbaric King,Wind,Hraesvelg,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Hraesvelg-Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Barbaric-King-Wind.png,https://summonerswarskyarena.info/monster/hraesvelg-wind-barbaric-king-review/,10 20 5 15,12,https://summonerswarskyarena.info/monster-list/
396,4,Attack,Barbaric King,Dark,Hrungnir,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Hrungnir-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Barbaric-King-Dark.png,https://summonerswarskyarena.info/monster/hrungnir-dark-barbaric-king-review/,10 20 5 15,13,https://summonerswarskyarena.info/monster-list/
397,3,Attack,Drunken Master,Wind,Huan,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Huan_Icon-1.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Drunken_Master_Wind_Icon.png,https://summonerswarskyarena.info/monster/huan-wind-drunken-master-review/,15 10 10 5,14,https://summonerswarskyarena.info/monster-list/
398,2,Attack,Viking,Water,Huga,https://summonerswarskyarena.info/wp-content/uploads/2016/11/Huga_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/11/Viking_Water_Icon.png,https://summonerswarskyarena.info/monster/huga-water-viking-review/,5 15 5 10,10,https://summonerswarskyarena.info/monster-list/
399,4,Attack,Rakshasa,Fire,Hwa,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Hwa_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Rakshasa_Fire_Icon.png,https://summonerswarskyarena.info/monster/hwa-fire-rakshasa-review/,10 20 5 15,10,https://summonerswarskyarena.info/monster-list/
400,4,HP,Taoist,Light,Hwadam,https://summonerswarskyarena.info/wp-content/uploads/2015/01/hwadam.png,https://summonerswarskyarena.info/wp-content/uploads/2015/01/taoist-light.png,https://summonerswarskyarena.info/monster/hwadam-light-taoist-review/,20 5 15 5,9,https://summonerswarskyarena.info/monster-list/
401,4,Attack,Sky Dancer,Fire,Hwahee,https://summonerswarskyarena.info/wp-content/uploads/2015/01/hwahee.png,https://summonerswarskyarena.info/wp-content/uploads/2015/01/sky-dancer-fire.png,https://summonerswarskyarena.info/monster/hwahee-fire-sky-dancer-review/,12 15 10 15,12,https://summonerswarskyarena.info/monster-list/
402,5,Attack,Hwoarang,Water,Hwoarang,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_hwoarang_wa.png,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_hwoarang_wa.png,https://summonerswarskyarena.info/monster/hwoarang-water-hwoarang-review/,,12,https://summonerswarskyarena.info/monster-list/
403,4,Attack,Hwoarang,Fire,Hwoarang,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_hwoarang_f.png,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_hwoarang_f.png,https://summonerswarskyarena.info/monster/hwoarang-fire-hwoarang-review/,,11,https://summonerswarskyarena.info/monster-list/
404,5,Attack,Hwoarang,Wind,Hwoarang,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_hwoarang_wi.png,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_hwoarang_wi.png,https://summonerswarskyarena.info/monster/hwoarang-wind-hwoarang-review/,,12,https://summonerswarskyarena.info/monster-list/
405,5,Attack,Hwoarang,Light,Hwoarang,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_hwoarang_l.png,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_hwoarang_l.png,https://summonerswarskyarena.info/monster/hwoarang-light-hwoarang-review/,,10,https://summonerswarskyarena.info/monster-list/
406,4,Attack,Hwoarang,Dark,Hwoarang,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_hwoarang_d.png,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_hwoarang_d.png,https://summonerswarskyarena.info/monster/hwoarang-dark-hwoarang-review/,,12,https://summonerswarskyarena.info/monster-list/
407,4,Support,Dryad,Dark,Hyanes,https://summonerswarskyarena.info/wp-content/uploads/2018/09/Hyanes_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/09/Dryad_Dark_Icon.png,https://summonerswarskyarena.info/monster/hyanes-dark-dryad-review/,10 20 5 15,14,https://summonerswarskyarena.info/monster-list/
408,5,Defense,Beetle Guardian,Light,Hyllus,https://summonerswarskyarena.info/wp-content/uploads/2025/04/unit_icon_0177_0_1_hyllus2.png,https://summonerswarskyarena.info/wp-content/uploads/2025/04/unit_icon_0177_0_1_hyllus.png,https://summonerswarskyarena.info/monster/hyllus-light-beetle-guardian-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
409,5,Attack,Steel Commander,Light,Ian,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0114_1_4.png,https://summonerswarskyarena.info/wp-content/uploads/2023/07/unit_icon_0114_0_4.png,https://summonerswarskyarena.info/monster/ian-light-steel-commander-review/,15 10 15 15,11,https://summonerswarskyarena.info/monster-list/
410,4,Attack,Sylphid,Dark,Icares,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Icares_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Sylphid_Dark_Icon.png,https://summonerswarskyarena.info/monster/icares-dark-sylphid-review/,10 20 5 15,10,https://summonerswarskyarena.info/monster-list/
411,3,Defense,Inugami,Water,Icaru,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Icaru_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Inugami_Water_Icon.png,https://summonerswarskyarena.info/monster/icaru-water-inugami-review/,15 10 10 5,11,https://summonerswarskyarena.info/monster-list/
412,4,Support,Undine,Light,Icasha,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Icasha_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Undine_Light_Icon.png,https://summonerswarskyarena.info/monster/icasha-light-undine-review/,10 20 5 15,9,https://summonerswarskyarena.info/monster-list/
413,3,Defense,Lizardman,Fire,Igmanodon,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Igmanodon-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2014/10/Lizardman-Fire.png,https://summonerswarskyarena.info/monster/igmanodon-fire-lizardman-review/,15 10 10 5,10,https://summonerswarskyarena.info/monster-list/
414,3,HP,Charger Shark,Fire,Ignicus,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Ignicus-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Charger-Shark-Fire.png,https://summonerswarskyarena.info/monster/ignicus-fire-charger-shark-review/,15 10 10 5,14,https://summonerswarskyarena.info/monster-list/
415,4,Support,Neostone Agent,Light,Illianna,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Illianna_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Neostone-Agent-Light-N.png,https://summonerswarskyarena.info/monster/illianna-light-neostone-agent-review/,12 15 7 15,10,https://summonerswarskyarena.info/monster-list/
416,4,Support,Horus,Wind,Imesety,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Imesety-Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Horus-Wind.png,https://summonerswarskyarena.info/monster/imesety-wind-horus-review/,12 15 7 15,13,https://summonerswarskyarena.info/monster-list/
417,3,Attack,Imp Champion,Light,Imp Champion,https://summonerswarskyarena.info/wp-content/uploads/2014/12/Imp-Champion-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2014/12/Imp-Champion-Light.png,https://summonerswarskyarena.info/monster/shaffron-light-imp-champion-review/,15 10 10 5,10,https://summonerswarskyarena.info/monster-list/
418,5,Support,Inosuke Hashibira,Water,Inosuke Hashibira,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0170_1_1_InosukeWa.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0170_1_1_InosukeWa.png,https://summonerswarskyarena.info/monster/inosuke-hashibira-water-inosuke-hashibira-review/,,12,https://summonerswarskyarena.info/monster-list/
419,5,Attack,Inosuke Hashibira,Fire,Inosuke Hashibira,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0170_1_1_InosukeF.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0170_1_1_InosukeF.png,https://summonerswarskyarena.info/monster/inosuke-hashibira-fire-inosuke-hashibira-review/,,12,https://summonerswarskyarena.info/monster-list/
420,4,Attack,Inosuke Hashibira,Wind,Inosuke Hashibira,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0170_1_1_InosukeWi.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0170_1_1_InosukeWi.png,https://summonerswarskyarena.info/monster/inosuke-hashibira-wind-inosuke-hashibira-review/,,13,https://summonerswarskyarena.info/monster-list/
421,5,Attack,Inosuke Hashibira,Light,Inosuke Hashibira,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0170_1_1_InosukeL.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0170_1_1_InosukeL.png,https://summonerswarskyarena.info/monster/inosuke-hashibira-light-inosuke-hashibira-review/,,13,https://summonerswarskyarena.info/monster-list/
422,4,Attack,Inosuke Hashibira,Dark,Inosuke Hashibira,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0170_1_1_InosukeD.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0170_1_1_InosukeD.png,https://summonerswarskyarena.info/monster/inosuke-hashibira-dark-inosuke-hashibira-review/,,11,https://summonerswarskyarena.info/monster-list/
423,4,Support,Epikion Priest,Light,Iona,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Iona_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Epikion_Priest_Light_Icon.png,https://summonerswarskyarena.info/monster/iona-light-epikion-priest-review/,20 5 15 5,12,https://summonerswarskyarena.info/monster-list/
424,5,Support,Devil Maiden,Water,Irène,https://summonerswarskyarena.info/wp-content/uploads/2023/08/unit_icon_0127_1_1.png,https://summonerswarskyarena.info/wp-content/uploads/2023/08/unit_icon_0127_0_1.png,https://summonerswarskyarena.info/monster/irene-water-devil-maiden-review/,20 10 15 5,10,https://summonerswarskyarena.info/monster-list/
